open,high,low,close,volume,timestamp
24818.55078125,24868.599609375,24759.0,24779.35,0.0,1766528820
24780.15,24826.2,24773.2,24799.1,0.0,1766528880
24798.3,24808.25,24771.05,24794.95,0.0,1766528940
24794.95,24805.7,24784.0,24792.4,0.0,1766529000
24791.9,24791.9,24754.849609375,24755.95,0.0,1766529060
24756.5,24769.5,24741.900390625,24751.25,0.0,1766529120
24751.35,24780.85,24737.55078125,24762.7,0.0,1766529180
24762.95,24782.1,24753.3,24756.95,0.0,1766529240
24758.2,24795.3,24755.65,24774.4,0.0,1766529300
24773.4,24788.0,24735.94921875,24742.2,0.0,1766529360
24741.55,24743.4,24703.349609375,24714.9,0.0,1766529420
24714.7,24715.05,24638.400390625,24663.55,0.0,1766529480
24663.95,24663.95,24629.44921875,24656.6,0.0,1766529540
24656.7,24674.65,24630.35,24654.15,0.0,1766529600
24654.3,24674.55,24641.5,24673.1,0.0,1766529660
24728.55078125,24743.75,24668.150390625,24736.05,0.0,1766529720
24736.4,24767.5,24729.65,24753.15,0.0,1766529780
24753.7,24791.30078125,24742.1,24771.5,0.0,1766529840
24771.75,24775.65,24735.5,24735.5,0.0,1766529900
24735.0,24764.4,24725.1,24737.5,0.0,1766529960
24737.3,24742.65,24654.349609375,24672.25,0.0,1766530020
24672.25,24676.15,24642.19921875,24643.5,0.0,1766530080
24643.6,24667.75,24633.19921875,24652.45,0.0,1766530140
24652.95,24653.95,24606.19921875,24640.05,0.0,1766530200
24640.4,24697.0,24630.9,24696.05,0.0,1766530260
24695.35,24720.25,24673.25,24697.95,0.0,1766530320
24698.8,24738.35,24685.95,24723.85,0.0,1766530380
24725.15,24745.9,24709.75,24715.15,0.0,1766530440
24715.55,24719.6,24615.5,24616.7,0.0,1766530500
24617.0,24691.45,24614.15,24677.55,0.0,1766530560
24691.94921875,24731.80078125,24650.849609375,24655.25,0.0,1766530620
24654.45,24679.0,24636.0,24668.7,0.0,1766530680
24668.05,24671.95,24618.94921875,24624.0,0.0,1766530740
24624.0,24629.35,24593.94921875,24628.0,0.0,1766530800
24628.15,24670.7,24627.65,24664.4,0.0,1766530860
24664.6,24683.5,24636.95,24642.05,0.0,1766530920
24642.45,24657.55,24625.6,24648.45,0.0,1766530980
24649.05,24682.7,24641.6,24677.2,0.0,1766531040
24677.05,24683.45,24646.7,24652.65,0.0,1766531100
24652.6,24680.05,24645.1,24653.95,0.0,1766531160
24654.1,24654.4,24627.4,24644.7,0.0,1766531220
24644.65,24650.6,24600.4,24623.9,0.0,1766531280
24624.2,24652.8,24587.69921875,24631.95,0.0,1766531340
24632.9,24654.0,24603.65,24614.85,0.0,1766531400
24614.2,24634.9,24598.15,24633.6,0.0,1766531460
24620.55078125,24673.05078125,24605.94921875,24669.8,0.0,1766531520
24669.95,24694.05078125,24633.8,24641.4,0.0,1766531580
24639.55,24671.4,24617.7,24663.45,0.0,1766531640
24663.35,24695.400390625,24649.4,24673.45,0.0,1766531700
24673.25,24730.400390625,24673.1,24721.05,0.0,1766531760
24721.0,24776.349609375,24709.95,24776.0,0.0,1766531820
24776.05,24809.400390625,24769.75,24796.55,0.0,1766531880
24797.05,24812.0,24757.5,24765.35,0.0,1766531940
24765.7,24781.25,24747.05,24753.5,0.0,1766532000
24752.95,24775.75,24747.45,24773.75,0.0,1766532060
24773.3,24792.95,24770.7,24774.6,0.0,1766532120
24775.75,24811.5,24763.0,24795.2,0.0,1766532180
24796.15,24850.599609375,24775.75,24839.4,0.0,1766532240
24839.15,24867.94921875,24816.2,24837.6,0.0,1766532300
24837.4,24853.4,24820.3,24853.4,0.0,1766532360
24759.55078125,24855.69921875,24747.55078125,24786.0,0.0,1766532420
24785.3,24833.8,24773.55,24813.3,0.0,1766532480
24813.35,24821.15,24780.85,24812.6,0.0,1766532540
24812.3,24822.35,24772.95,24797.2,0.0,1766532600
24797.15,24831.5,24788.85,24823.4,0.0,1766532660
24823.3,24832.55,24810.45,24821.4,0.0,1766532720
24821.65,24850.0,24811.5,24842.3,0.0,1766532780
24842.15,24850.75,24798.2,24803.05,0.0,1766532840
24802.1,24835.55,24796.8,24826.2,0.0,1766532900
24827.55,24847.0,24812.45,24834.5,0.0,1766532960
24834.2,24839.1,24811.95,24822.9,0.0,1766533020
24822.6,24841.7,24808.15,24809.05,0.0,1766533080
24808.15,24867.44921875,24808.15,24867.05,0.0,1766533140
24866.85,24898.19921875,24864.35,24896.45,0.0,1766533200
24896.1,24904.80078125,24879.5,24895.0,0.0,1766533260
24916.55078125,24943.05078125,24881.650390625,24926.85,0.0,1766533320
24926.45,24967.85,24922.15,24955.65,0.0,1766533380
24955.75,24978.5,24946.45,24966.3,0.0,1766533440
24966.45,24989.94921875,24960.85,24981.45,0.0,1766533500
24981.5,25016.55078125,24977.85,24996.0,0.0,1766533560
24995.85,25015.55,24994.3,25006.2,0.0,1766533620
25005.6,25007.95,24984.45,24999.4,0.0,1766533680
24999.55,25013.45,24995.3,25005.65,0.0,1766533740
25005.35,25040.349609375,24998.5,25038.75,0.0,1766533800
25039.4,25063.599609375,25035.6,25048.2,0.0,1766533860
25048.45,25088.400390625,25048.2,25058.65,0.0,1766533920
25057.2,25084.85,25026.15,25059.75,0.0,1766533980
25059.65,25072.85,25032.45,25070.8,0.0,1766534040
25070.95,25095.94921875,25048.5,25072.4,0.0,1766534100
25073.15,25084.65,25064.6,25072.55,0.0,1766534160
25085.30078125,25139.69921875,25076.30078125,25133.1,0.0,1766534220
25131.6,25202.19921875,25131.6,25199.9,0.0,1766534280
25198.7,25199.4,25169.85,25177.0,0.0,1766534340
25176.85,25195.95,25156.4,25162.95,0.0,1766534400
25162.5,25169.15,25140.25,25140.9,0.0,1766534460
25141.0,25142.05,25098.2,25121.7,0.0,1766534520
25121.65,25166.75,25109.0,25162.1,0.0,1766534580
25161.8,25175.3,25140.6,25156.3,0.0,1766534640
25157.15,25179.1,25150.0,25174.6,0.0,1766534700
25174.2,25201.15,25170.85,25193.35,0.0,1766534760
25192.6,25217.05078125,25165.85,25206.5,0.0,1766534820
25206.2,25214.55,25189.8,25212.55,0.0,1766534880
25212.25,25220.900390625,25129.65,25140.5,0.0,1766534940
25141.4,25167.25,25115.25,25123.15,0.0,1766535000
25123.1,25129.65,25085.9,25112.8,0.0,1766535060
25079.75,25187.19921875,25078.0,25180.15,0.0,1766535120
25179.2,25192.5,25137.3,25155.4,0.0,1766535180
25154.7,25175.4,25114.9,25132.15,0.0,1766535240
25132.85,25136.65,25103.55,25103.6,0.0,1766535300
25103.6,25110.9,25025.94921875,25035.05,0.0,1766535360
25033.3,25057.4,25022.5,25038.3,0.0,1766535420
25038.3,25069.85,25029.45,25039.35,0.0,1766535480
25038.1,25052.2,25008.5,25021.8,0.0,1766535540
25020.65,25086.0,25020.65,25086.0,0.0,1766535600
25085.75,25111.95,25069.4,25100.05,0.0,1766535660
25099.3,25131.95,25087.7,25122.75,0.0,1766535720
25123.0,25134.35,25051.15,25070.3,0.0,1766535780
25073.2,25083.3,25052.75,25078.15,0.0,1766535840
25077.75,25084.85,25045.55,25059.5,0.0,1766535900
25060.1,25064.6,25022.35,25023.8,0.0,1766535960
25074.3,25120.349609375,25039.099609375,25097.75,0.0,1766536020
25097.85,25099.7,25034.75,25054.75,0.0,1766536080
25054.9,25085.3,25024.3,25078.45,0.0,1766536140
25078.8,25109.65,25076.95,25088.85,0.0,1766536200
25088.65,25157.69921875,25084.25,25136.25,0.0,1766536260
25136.3,25174.599609375,25131.2,25154.4,0.0,1766536320
25154.9,25181.25,25122.9,25132.05,0.0,1766536380
25132.05,25161.4,25130.65,25144.4,0.0,1766536440
25144.55,25154.05,25121.45,25134.6,0.0,1766536500
25135.0,25147.75,25119.75,25133.45,0.0,1766536560
25133.45,25159.1,25127.7,25145.25,0.0,1766536620
25145.1,25182.45,25139.1,25140.25,0.0,1766536680
25139.7,25160.55,25120.5,25154.65,0.0,1766536740
25156.95,25193.75,25126.4,25182.25,0.0,1766536800
25182.1,25199.25,25160.9,25170.3,0.0,1766536860
25167.650390625,25257.0,25156.849609375,25244.2,0.0,1766536920
25243.95,25285.099609375,25235.5,25273.3,0.0,1766536980
25273.45,25300.099609375,25248.75,25276.2,0.0,1766537040
25275.8,25291.85,25257.75,25291.6,0.0,1766537100
25291.3,25315.55078125,25284.85,25303.7,0.0,1766537160
25302.85,25302.85,25266.85,25284.35,0.0,1766537220
25284.8,25298.6,25274.8,25278.4,0.0,1766537280
25279.05,25294.8,25274.35,25282.0,0.0,1766537340
25280.95,25321.69921875,25275.0,25313.9,0.0,1766537400
25314.65,25323.5,25292.5,25317.0,0.0,1766537460
25317.75,25330.75,25279.55,25313.6,0.0,1766537520
25312.55,25324.6,25297.55,25305.8,0.0,1766537580
25305.7,25316.1,25294.1,25300.95,0.0,1766537640
25301.25,25308.5,25266.25,25279.95,0.0,1766537700
25280.75,25298.0,25274.65,25278.2,0.0,1766537760
25177.30078125,25241.94921875,25152.30078125,25201.9,0.0,1766537820
25201.35,25232.45,25185.0,25192.2,0.0,1766537880
25192.75,25209.5,25173.0,25206.3,0.0,1766537940
25207.85,25229.4,25193.05,25193.85,0.0,1766538000
25193.6,25201.25,25175.25,25178.45,0.0,1766538060
25178.35,25186.05,25161.9,25179.45,0.0,1766538120
25179.2,25202.0,25171.55,25178.95,0.0,1766538180
25178.3,25203.4,25175.65,25182.9,0.0,1766538240
25182.8,25210.65,25173.5,25207.7,0.0,1766538300
25207.3,25217.95,25168.85,25180.25,0.0,1766538360
25180.35,25214.85,25177.9,25214.35,0.0,1766538420
25214.7,25222.4,25176.65,25207.5,0.0,1766538480
25210.75,25267.30078125,25195.55,25247.7,0.0,1766538540
25247.65,25256.55,25215.25,25215.5,0.0,1766538600
