open,high,low,close,volume,timestamp
24818.55078125,24868.599609375,24759.0,24780.5,0.0,1766554860
24780.25,24808.25,24763.5,24768.6,0.0,1766554920
24769.5,24780.85,24737.55078125,24764.3,0.0,1766554980
24764.4,24795.3,24753.3,24758.75,0.0,1766555040
24759.1,24760.5,24638.400390625,24663.55,0.0,1766555100
24663.95,24674.65,24629.44921875,24644.5,0.0,1766555160
24644.6,24674.55,24643.6,24673.1,0.0,1766555220
24728.55078125,24767.5,24668.150390625,24758.4,0.0,1766555280
24760.35,24791.30078125,24725.1,24740.45,0.0,1766555340
24741.2,24742.65,24633.19921875,24641.7,0.0,1766555400
24642.15,24688.75,24606.19921875,24687.05,0.0,1766555460
24686.75,24738.35,24656.8,24723.85,0.0,1766555520
24725.15,24745.9,24614.15,24639.65,0.0,1766555580
24639.3,24691.45,24619.45,24677.55,0.0,1766555640
24691.94921875,24731.80078125,24633.400390625,24636.7,0.0,1766555700
24637.0,24670.7,24593.94921875,24666.9,0.0,1766555760
24666.75,24683.5,24625.6,24646.2,0.0,1766555820
24646.25,24683.45,24642.6,24664.95,0.0,1766555880
24664.4,24680.05,24600.4,24623.9,0.0,1766555940
24624.2,24654.0,24587.69921875,24614.85,0.0,1766556000
24613.5,24634.9,24603.3,24633.6,0.0,1766556060
24620.55078125,24694.05078125,24605.94921875,24659.95,0.0,1766556120
24658.6,24704.849609375,24645.05,24702.2,0.0,1766556180
24703.05,24812.0,24703.05,24803.35,0.0,1766556240
24803.05,24808.35,24747.05,24770.7,0.0,1766556300
24770.2,24811.5,24755.05,24795.2,0.0,1766556360
24796.15,24867.94921875,24775.75,24822.5,0.0,1766556420
24824.0,24853.4,24821.2,24853.4,0.0,1766556480
24759.55078125,24855.69921875,24747.55078125,24798.35,0.0,1766556540
24798.5,24822.35,24772.95,24815.6,0.0,1766556600
24815.05,24850.75,24810.45,24840.4,0.0,1766556660
24839.95,24847.0,24796.8,24843.65,0.0,1766556720
24843.25,24844.7,24808.15,24809.05,0.0,1766556780
24808.15,24904.80078125,24808.15,24888.5,0.0,1766556840
24888.95,24900.8,24879.5,24895.0,0.0,1766556900
24916.55078125,24972.349609375,24881.650390625,24968.9,0.0,1766556960
24969.65,25016.55078125,24960.85,25014.8,0.0,1766557020
25014.9,25015.55,24982.55,25008.05,0.0,1766557080
25008.15,25063.599609375,24998.2,25060.05,0.0,1766557140
25058.55,25088.400390625,25026.15,25059.75,0.0,1766557200
25059.65,25095.94921875,25032.45,25074.5,0.0,1766557260
25075.05,25084.65,25064.6,25072.55,0.0,1766557320
25085.30078125,25202.19921875,25076.30078125,25183.65,0.0,1766557380
25185.15,25195.95,25143.5,25152.2,0.0,1766557440
25152.0,25175.3,25098.2,25154.3,0.0,1766557500
25154.25,25193.7,25140.6,25188.1,0.0,1766557560
25188.65,25217.05078125,25165.85,25212.55,0.0,1766557620
25212.25,25220.900390625,25085.9,25091.0,0.0,1766557680
