open,high,low,close,volume,timestamp
24818.55078125,24868.599609375,24809.05078125,24815.05,0.0,1766337540
24816.0,24819.4,24785.150390625,24813.95,0.0,1766337600
24813.35,24826.85,24790.7,24791.6,0.0,1766337660
24791.8,24791.8,24768.94921875,24777.9,0.0,1766337720
24776.75,24784.65,24759.0,24779.35,0.0,1766337780
24780.15,24787.05,24773.2,24781.45,0.0,1766337840
24781.9,24816.45,24776.3,24814.35,0.0,1766337900
24813.9,24817.8,24796.1,24807.2,0.0,1766337960
24806.2,24826.2,24801.45,24816.3,0.0,1766338020
24817.2,24818.95,24795.05,24799.1,0.0,1766338080
24798.3,24799.7,24778.45,24783.25,0.0,1766338140
24783.25,24785.15,24774.75,24780.5,0.0,1766338200
24780.25,24791.95,24771.05,24775.35,0.0,1766338260
24774.2,24789.85,24772.15,24789.1,0.0,1766338320
24789.35,24808.25,24788.75,24794.95,0.0,1766338380
24794.95,24797.25,24784.0,24791.75,0.0,1766338440
24791.75,24797.1,24787.1,24795.55,0.0,1766338500
24794.05,24803.8,24792.6,24800.35,0.0,1766338560
24800.8,24805.25,24789.35,24802.6,0.0,1766338620
24802.6,24805.7,24792.05,24792.4,0.0,1766338680
24791.9,24791.9,24777.95,24781.45,0.0,1766338740
24781.35,24781.45,24767.65,24771.2,0.0,1766338800
24769.1,24785.7,24763.5,24783.9,0.0,1766338860
24783.35,24785.2,24768.1,24768.6,0.0,1766338920
24769.5,24769.5,24754.849609375,24755.95,0.0,1766338980
24756.5,24766.45,24751.0,24761.15,0.0,1766339040
24760.95,24769.5,24756.1,24763.7,0.0,1766339100
24763.7,24767.45,24747.849609375,24752.7,0.0,1766339160
24752.7,24758.95,24742.0,24745.15,0.0,1766339220
24745.6,24752.4,24741.900390625,24751.25,0.0,1766339280
24751.35,24759.75,24737.55078125,24756.7,0.0,1766339340
24756.25,24774.75,24753.95,24772.85,0.0,1766339400
24772.75,24780.85,24768.6,24771.2,0.0,1766339460
24770.55,24775.15,24754.9,24757.95,0.0,1766339520
24757.55,24766.75,24749.05,24762.7,0.0,1766339580
24762.95,24768.35,24759.3,24764.3,0.0,1766339640
24764.4,24764.9,24754.25,24756.5,0.0,1766339700
